ID,Folder,PDF_File,Category,Page,Product_Title,Description,Price_Formatted,Raw_Price,Extraction_Method,Line_Text
FURN-01167,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,5,13,,₹750,750,text_regex,: 13750/-
FURN-01168,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,5,14,,₹500,500,text_regex,: 14500/-
FURN-01169,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,5,Octa,,"₹10,500",10500,text_regex,OCTA : 10500/-
FURN-01170,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,6,- 8,,₹600,600,text_regex,- 8600/-
FURN-01171,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,6,- 7,,₹300,300,text_regex,- 7300/-
FURN-01172,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,6,Eco,,"₹10,000",10000,text_regex,: ECO : 10000/-
FURN-01173,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,6,Eco,,"₹8,700",8700,text_regex,: ECO : 8700/-
FURN-01174,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,7,Workstation,Glssflled rylon mesh back with fixed lumbar support &fabric seat.,"₹7,900",7900,ocr,"WORKSTATION | Glssflled rylon mesh back with fixed lumbar support &fabric seat. | ₹7,900"
FURN-01175,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,8,11,,₹500,500,text_regex,: 11500/-
FURN-01176,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,9,- 6,,₹400,400,text_regex,- 6400/-
FURN-01177,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,9,- 6,,₹800,800,text_regex,- 6800/-
FURN-01178,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,9,- 6,,₹600,600,text_regex,- 6600/-
FURN-01179,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,9,- 6,,₹200,200,text_regex,- 6200/-
FURN-01180,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,9,- 6,,₹400,400,text_regex,- 6400/-
FURN-01181,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,9,- 5,,₹700,700,text_regex,- 5700/-
FURN-01182,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,10,- 7,,₹800,800,text_regex,- 7800/-
FURN-01183,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,10,(Black),,"₹7,500",7500,text_regex,(BLACK)  : 7500/-
FURN-01184,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,10,Grey,,"₹9,200",9200,text_regex,GREY : 9200/-
FURN-01185,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,11,Alpha Black - 6,,₹500,500,text_regex,ALPHA BLACK - 6500/-
FURN-01186,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,11,Gamma,,"₹15,500",15500,text_regex,GAMMA : 15500/-
FURN-01187,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,11,Delta,,"₹7,100",7100,text_regex,DELTA : 7100/-
FURN-01188,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,11,Alpha Grey,,"₹7,600",7600,text_regex,ALPHA GREY : 7600/-
FURN-01189,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,12,- 6,,₹800,800,text_regex,- 6800/-
FURN-01190,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,12,- 7,,₹300,300,text_regex,- 7300/-
FURN-01191,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,12,- 5,,₹700,700,text_regex,- 5700/-
FURN-01192,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,12,- 6,,₹300,300,text_regex,- 6300/-
FURN-01193,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,13,- 7,,₹200,200,text_regex,- 7200/-
FURN-01194,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,13,- 6,,₹300,300,text_regex,- 6300/-
FURN-01195,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,13,- 6,,₹900,900,text_regex,- 6900/-
FURN-01196,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,13,- 6,,₹200,200,text_regex,- 6200/-
FURN-01197,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,14,- 10,,₹500,500,text_regex,- 10500/-
FURN-01198,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,14,- 7,,₹900,900,text_regex,- 7900/-
FURN-01199,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,14,- 7,,₹400,400,text_regex,- 7400/-
FURN-01200,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,14,- 15,,₹0,0,text_regex,- 15000/-
FURN-01201,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,15,- 4,,₹100,100,text_regex,- 4100/-
FURN-01202,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,15,Octa Visitor,,"₹8,500",8500,text_regex,OCTA VISITOR : 8500/-
FURN-01203,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,16,Grey - 12,,₹0,0,text_regex,GREY - 12000/- | BLACK - 11000/-
FURN-01204,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,16,- Black,,"₹6,900",6900,text_regex,- BLACK : 6900/- | GREY : 7600/-
FURN-01205,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,16,- Black,,"₹7,700",7700,text_regex,- BLACK : 7700/- | GREY : 8400/-
FURN-01206,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,16,- 5,,₹800,800,text_regex,- 5800/-
FURN-01207,A- DIVINE CHAIRS PRICELIST W-O LOGO,WORKSTATION PRICELIST WL .pdf,workstation,16,- 5,,₹600,600,text_regex,- 5600/-
FURN-01208,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,2,Dining Chair,SNOW,Price on Request,0,ocr,DINING CHAIR | SNOW | Price on Request
FURN-01209,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,3,Dining Chair,MERRY,Price on Request,0,ocr,DINING CHAIR | MERRY | Price on Request
FURN-01210,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,4,Dining Chair,COPPER,Price on Request,0,ocr,DINING CHAIR | COPPER | Price on Request
FURN-01211,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,5,Dining Chair,DUNE,Price on Request,0,ocr,DINING CHAIR | DUNE | Price on Request
FURN-01212,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,6,Dining Chair,LUNA,Price on Request,0,ocr,DINING CHAIR | LUNA | Price on Request
FURN-01213,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,7,Dining Chairs,COACH,Price on Request,0,ocr,DINING CHAIRS | COACH | Price on Request
FURN-01214,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,8,Dining Chairs,ALTO,Price on Request,0,ocr,DINING CHAIRS | ALTO | Price on Request
FURN-01215,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,9,Dining Chairs,BERRY,Price on Request,0,ocr,DINING CHAIRS | BERRY | Price on Request
FURN-01216,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,10,Dining Chairs,BLISS,Price on Request,0,ocr,DINING CHAIRS | BLISS | Price on Request
FURN-01217,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,11,Dining Chairs,PABLO,Price on Request,0,ocr,DINING CHAIRS | PABLO | Price on Request
FURN-01218,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,12,Dining Chairs,ARCO,Price on Request,0,ocr,DINING CHAIRS | ARCO | Price on Request
FURN-01219,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,13,Dining Chairs,CIANA,Price on Request,0,ocr,DINING CHAIRS | CIANA | Price on Request
FURN-01220,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,14,Dining Chairs,DALOS,Price on Request,0,ocr,DINING CHAIRS | DALOS | Price on Request
FURN-01221,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,15,Dining Chair,PICASSO,Price on Request,0,ocr,DINING CHAIR | PICASSO | Price on Request
FURN-01222,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,16,Dining Chairs,ORACLE,Price on Request,0,ocr,DINING CHAIRS | ORACLE | Price on Request
FURN-01223,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,17,Dining Chairs,AURA,Price on Request,0,ocr,DINING CHAIRS | AURA | Price on Request
FURN-01224,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,18,Dining Chairs,JIMMY,Price on Request,0,ocr,DINING CHAIRS | JIMMY | Price on Request
FURN-01225,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,19,Dining Chairs,IRIS (IND),Price on Request,0,ocr,DINING CHAIRS | IRIS (IND) | Price on Request
FURN-01226,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,20,Dining Chairs,VENTO,Price on Request,0,ocr,DINING CHAIRS | VENTO | Price on Request
FURN-01227,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,21,Dining Chairs,CAIRO,Price on Request,0,ocr,DINING CHAIRS | CAIRO | Price on Request
FURN-01228,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,22,Dining Chairs,ROOT,Price on Request,0,ocr,DINING CHAIRS | ROOT | Price on Request
FURN-01229,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,23,Dining Chairs,TANGO,Price on Request,0,ocr,DINING CHAIRS | TANGO | Price on Request
FURN-01230,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),DINNING SERIES.pdf,dining,24,My Chair My Pride,All Prices are Ex-Warehouse,Price on Request,0,ocr,MY CHAIR MY PRIDE | All Prices are Ex-Warehouse | Price on Request
FURN-01231,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,1,Executive,,Price on Request,0,ocr,EXECUTIVE |  | Price on Request
FURN-01232,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,2,Freedom (Mp),• Black frarme chrome aluminiurm diecast with korean mesh.,₹700,700,ocr,FREEDOM (MP) | • Black frarme chrome aluminiurm diecast with korean mesh. | ₹700
FURN-01233,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,3,Norway Hb Imb,• Glassfled nylon frame with korean mesh in back and seat,₹700,700,ocr,NORWAY HB IMB | • Glassfled nylon frame with korean mesh in back and seat | ₹700
FURN-01234,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,4,Rooster Hb I Mb,• Glass filled nylon back with korean mesh and 3D headrest.,₹700,700,ocr,ROOSTER HB I MB | • Glass filled nylon back with korean mesh and 3D headrest. | ₹700
FURN-01235,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,5,Bassel White Hb I Mb,+ Glss fled nyion backrest with lumbar support & mesh fabric.,₹700,700,ocr,BASSEL WHITE HB I MB | + Glss fled nyion backrest with lumbar support & mesh fabric. | ₹700
FURN-01236,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,6,Galaxy Grey / Black,Glass filed nylon backrest with lumbar support & mesh fabric.,Price on Request,0,ocr,GALAXY GREY / BLACK | Glass filed nylon backrest with lumbar support & mesh fabric. | Price on Request
FURN-01237,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,7,Zoy White Hb |Mb (Mp),ZOY WHITE HB,₹700,700,ocr,ZOY WHITE HB |MB (MP) | ZOY WHITE HB | ₹700
FURN-01238,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,8,Acosta Hb|Mb (Imp),• Glass filled nylon back with composite leather on seat &back.,₹700,700,ocr,ACOSTA HB|MB (IMP) | • Glass filled nylon back with composite leather on seat &back. | ₹700
FURN-01239,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,9,Perth Hb|Mb (Mp),• Glass flled nylon back with fabric on seat &back.,₹700,700,ocr,PERTH HB|MB (MP) | • Glass flled nylon back with fabric on seat &back. | ₹700
FURN-01240,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,10,Troy White Hb|Mb (Imp),TROY WHITE HB|MB (NDDLX),₹700,700,ocr,TROY WHITE HB|MB (IMP) | TROY WHITE HB|MB (NDDLX) | ₹700
FURN-01241,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,11,Winner Grey Hb|Mb (Imp),• Glassfled rylon backrest with adjustable lumbar support.,₹650,650,ocr,WINNER GREY HB|MB (IMP) | • Glassfled rylon backrest with adjustable lumbar support. | ₹650
FURN-01242,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,12,Ergon Mesh White Hb|Mb (Imp),ERGON MESH BLACK HB|MB (IMP),₹650,650,ocr,ERGON MESH WHITE HB|MB (IMP) | ERGON MESH BLACK HB|MB (IMP) | ₹650
FURN-01243,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,13,Glaze Mesh Hb |Mb (Grey) (Imp),+ Glassfled nylon back with mesh and fabric seat.,₹650,650,ocr,GLAZE MESH HB |MB (GREY) (IMP) | + Glassfled nylon back with mesh and fabric seat. | ₹650
FURN-01244,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,14,Deca Hb| Mb (Imp),• Glass flled Nylon back with Fabric Mesh.,₹650,650,ocr,DECA HB| MB (IMP) | • Glass flled Nylon back with Fabric Mesh. | ₹650
FURN-01245,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,15,Trio Grey Hb|Mb (Mp),• Glass filled Nylon back with Fabric Mesh.,₹650,650,ocr,TRIO GREY HB|MB (MP) | • Glass filled Nylon back with Fabric Mesh. | ₹650
FURN-01246,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,16,Octa Hb|Mb (Imp),• Glass flled Nylon back with Fabric Mesh.,₹650,650,ocr,OCTA HB|MB (IMP) | • Glass flled Nylon back with Fabric Mesh. | ₹650
FURN-01247,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,17,Omega Wht Me- Hb |Mb (Ind),• Glass flled nylon back with mesh and fabric seat (without seat outer).,₹650,650,ocr,OMEGA WHT ME- HB |MB (IND) | • Glass flled nylon back with mesh and fabric seat (without seat outer). | ₹650
FURN-01248,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,18,Atom Dlx Hb [Mb (Ind),ATOM ECO HB| MB (IND),₹650,650,ocr,ATOM DLX HB [MB (IND) | ATOM ECO HB| MB (IND) | ₹650
FURN-01249,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,19,Executive,MARQUIS,Price on Request,0,ocr,EXECUTIVE | MARQUIS | Price on Request
FURN-01250,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,20,Attitude Hb|Mb (Imp),"• Multibend nylon body with moulded cushion, Finest PU on seat & back.",₹700,700,ocr,"ATTITUDE HB|MB (IMP) | • Multibend nylon body with moulded cushion, Finest PU on seat & back. | ₹700"
FURN-01251,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,21,Bentley (Leather) Hb|Mb (Imp),BENTLEY (PU) HB|MB (MP),₹700,700,ocr,BENTLEY (LEATHER) HB|MB (IMP) | BENTLEY (PU) HB|MB (MP) | ₹700
FURN-01252,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,22,Martin Hb|Mb (Mp),• Hand crafed exceptional fnest grade leather on seat & back placed on multibend,₹700,700,ocr,MARTIN HB|MB (MP) | • Hand crafed exceptional fnest grade leather on seat & back placed on multibend | ₹700
FURN-01253,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,23,Marquis Hb|Mb (Mp),"+ Multibend plywood with moulded cushion, Finest composite leather on seat & back.",₹700,700,ocr,"MARQUIS HB|MB (MP) | + Multibend plywood with moulded cushion, Finest composite leather on seat & back. | ₹700"
FURN-01254,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,24,Winster Hb|Mb (Mp),"• Mutibend plywood with down feather cushion, Finest pure leath",₹700,700,ocr,"WINSTER HB|MB (MP) | • Mutibend plywood with down feather cushion, Finest pure leath | ₹700"
FURN-01255,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,25,Trust Hb|Mb (Mp),"• Mutibend plywood with moulkded cushion, Finest PU on seat & back.",₹700,700,ocr,"TRUST HB|MB (MP) | • Mutibend plywood with moulkded cushion, Finest PU on seat & back. | ₹700"
FURN-01256,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,26,Heritage Hb|Mb (Imp),"• Mulibend plywood with soft cushion, Finest pure leather on seat & back.",₹700,700,ocr,"HERITAGE HB|MB (IMP) | • Mulibend plywood with soft cushion, Finest pure leather on seat & back. | ₹700"
FURN-01257,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,28,Maverick Hb|Mb (),"• Mutibend plywood with sof cushion, composite leather on seat & back.",₹700,700,ocr,"MAVERICK HB|MB () | • Mutibend plywood with sof cushion, composite leather on seat & back. | ₹700"
FURN-01258,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,29,Boss (Brown) Hb|Mb (Mp),• Finest composite leather on seat & back.,₹700,700,ocr,BOSS (BROWN) HB|MB (MP) | • Finest composite leather on seat & back. | ₹700
FURN-01259,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,30,Dacota Hb |Mb (Ind),• Finest cormposite leather on seat & back.,₹700,700,ocr,DACOTA HB |MB (IND) | • Finest cormposite leather on seat & back. | ₹700
FURN-01260,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,31,Duster Cushion Hb|Mb (Imp),Glass fled rylon back along with headrest & PU cushion back.,₹650,650,ocr,DUSTER CUSHION HB|MB (IMP) | Glass fled rylon back along with headrest & PU cushion back. | ₹650
FURN-01261,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,32,Venice Hb |Mb (Nd),• Finest composte leather on seat & back.,₹700,700,ocr,VENICE HB |MB (ND) | • Finest composte leather on seat & back. | ₹700
FURN-01262,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,33,Elite Sleek Hb |Mb (Mp),• Fnest composite leather on seat & back.,₹650,650,ocr,ELITE SLEEK HB |MB (MP) | • Fnest composite leather on seat & back. | ₹650
FURN-01263,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),EXECUTIVE SERIES.pdf,executive,34,My Chair My Pride,All PricesareEx-Warehouse,Price on Request,0,ocr,MY CHAIR MY PRIDE | All PricesareEx-Warehouse | Price on Request
FURN-01264,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),HIGHCOUNTER SERIES_.pdf,highcounter,1,Tea,HIGHCOUNTER,Price on Request,0,ocr,TEA | HIGHCOUNTER | Price on Request
FURN-01265,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),HIGHCOUNTER SERIES_.pdf,highcounter,2,Highcounter,FANNY,Price on Request,0,ocr,HIGHCOUNTER | FANNY | Price on Request
FURN-01266,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),HIGHCOUNTER SERIES_.pdf,highcounter,3,Highcounter,ERICA,Price on Request,0,ocr,HIGHCOUNTER | ERICA | Price on Request
FURN-01267,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),HIGHCOUNTER SERIES_.pdf,highcounter,4,Highcounter,FLORIDA,Price on Request,0,ocr,HIGHCOUNTER | FLORIDA | Price on Request
FURN-01268,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),HIGHCOUNTER SERIES_.pdf,highcounter,5,Highcounter,DERBY,Price on Request,0,ocr,HIGHCOUNTER | DERBY | Price on Request
FURN-01269,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),HIGHCOUNTER SERIES_.pdf,highcounter,6,My Chair My Pride,All PricesareEx-Warehouse,Price on Request,0,ocr,MY CHAIR MY PRIDE | All PricesareEx-Warehouse | Price on Request
FURN-01270,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,1,Lounge,,Price on Request,0,ocr,LOUNGE |  | Price on Request
FURN-01271,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,2,Lounge,AUSTRIA,₹870,870,ocr,LOUNGE | AUSTRIA | ₹870
FURN-01272,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,3,Lounge,BULGARIA,Price on Request,0,ocr,LOUNGE | BULGARIA | Price on Request
FURN-01273,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,4,Lounge,EPITOME,₹870,870,ocr,LOUNGE | EPITOME | ₹870
FURN-01274,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,5,Lounge,ENIGMA,₹870,870,ocr,LOUNGE | ENIGMA | ₹870
FURN-01275,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,6,Lounge,SIERRA,₹780,780,ocr,LOUNGE | SIERRA | ₹780
FURN-01276,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,7,Lounge,ROMANIA,₹790,790,ocr,LOUNGE | ROMANIA | ₹790
FURN-01277,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,8,Lounge,JAMAICA,₹940,940,ocr,LOUNGE | JAMAICA | ₹940
FURN-01278,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,9,Lounge,SLOVAKIA,₹940,940,ocr,LOUNGE | SLOVAKIA | ₹940
FURN-01279,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,10,Lounge,LEXUS,₹700,700,ocr,LOUNGE | LEXUS | ₹700
FURN-01280,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,11,Lounge,CAVIANA,₹550,550,ocr,LOUNGE | CAVIANA | ₹550
FURN-01281,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,12,Lounge,LAWSON HB BLACK,₹600,600,ocr,LOUNGE | LAWSON HB BLACK | ₹600
FURN-01282,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,13,Lounge,SIAM APEX,₹600,600,ocr,LOUNGE | SIAM APEX | ₹600
FURN-01283,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,14,Lounge,PRINCE,₹760,760,ocr,LOUNGE | PRINCE | ₹760
FURN-01284,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,15,Lounge,SUMO,₹740,740,ocr,LOUNGE | SUMO | ₹740
FURN-01285,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,16,Lounge,TERANO,₹570,570,ocr,LOUNGE | TERANO | ₹570
FURN-01286,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,17,Lounge,ABIRA (F),₹570,570,ocr,LOUNGE | ABIRA (F) | ₹570
FURN-01287,DIVINE CHAIRS CATALOGUE (W-O PRICE AND W-O LOGO),LOUNGE SERIES.pdf,lounge,18,Lounge,KNOLL (REV),₹620,620,ocr,LOUNGE | KNOLL (REV) | ₹620
